val_acc,bal_acc,mcc,auc,aucpr,report,hidden_dim,dropout
0.9382716049382716,0.956140350877193,0.8689021380971719,0.9926900584795322,0.9829574994248906,"              precision    recall  f1-score   support

           0     1.0000    0.9123    0.9541        57
           1     0.8276    1.0000    0.9057        24

    accuracy                         0.9383        81
   macro avg     0.9138    0.9561    0.9299        81
weighted avg     0.9489    0.9383    0.9398        81
",256,0.3
0.9259259259259259,0.9473684210526316,0.846043423048847,0.9941520467836258,0.9863661278335191,"              precision    recall  f1-score   support

           0     1.0000    0.8947    0.9444        57
           1     0.8000    1.0000    0.8889        24

    accuracy                         0.9259        81
   macro avg     0.9000    0.9474    0.9167        81
weighted avg     0.9407    0.9259    0.9280        81
",256,0.3
0.8888888888888888,0.9210526315789473,0.7825855808712295,0.996345029239766,0.9928160919540229,"              precision    recall  f1-score   support

           0     1.0000    0.8421    0.9143        57
           1     0.7273    1.0000    0.8421        24

    accuracy                         0.8889        81
   macro avg     0.8636    0.9211    0.8782        81
weighted avg     0.9192    0.8889    0.8929        81
",256,0.3
0.9753086419753086,0.9824561403508771,0.9437628193085972,1.0,0.9999999999999999,"              precision    recall  f1-score   support

           0     1.0000    0.9649    0.9821        57
           1     0.9231    1.0000    0.9600        24

    accuracy                         0.9753        81
   macro avg     0.9615    0.9825    0.9711        81
weighted avg     0.9772    0.9753    0.9756        81
",256,0.3
0.9753086419753086,0.9821428571428572,0.9449111825230682,0.9992857142857142,0.9984615384615385,"              precision    recall  f1-score   support

           0     1.0000    0.9643    0.9818        56
           1     0.9259    1.0000    0.9615        25

    accuracy                         0.9753        81
   macro avg     0.9630    0.9821    0.9717        81
weighted avg     0.9771    0.9753    0.9756        81
",256,0.3
0.9135802469135802,0.9385964912280702,0.8240856434303292,0.993421052631579,0.9840279165279164,"              precision    recall  f1-score   support

           0     1.0000    0.8772    0.9346        57
           1     0.7742    1.0000    0.8727        24

    accuracy                         0.9136        81
   macro avg     0.8871    0.9386    0.9037        81
weighted avg     0.9331    0.9136    0.9163        81
",256,0.5
0.9259259259259259,0.9473684210526316,0.846043423048847,0.9941520467836258,0.9870087521174477,"              precision    recall  f1-score   support

           0     1.0000    0.8947    0.9444        57
           1     0.8000    1.0000    0.8889        24

    accuracy                         0.9259        81
   macro avg     0.9000    0.9474    0.9167        81
weighted avg     0.9407    0.9259    0.9280        81
",256,0.5
0.8765432098765432,0.9122807017543859,0.7629176519476075,0.996345029239766,0.9928160919540229,"              precision    recall  f1-score   support

           0     1.0000    0.8246    0.9038        57
           1     0.7059    1.0000    0.8276        24

    accuracy                         0.8765        81
   macro avg     0.8529    0.9123    0.8657        81
weighted avg     0.9129    0.8765    0.8813        81
",256,0.5
0.9506172839506173,0.9649122807017544,0.8927443537782849,0.9992690058479532,0.9983333333333333,"              precision    recall  f1-score   support

           0     1.0000    0.9298    0.9636        57
           1     0.8571    1.0000    0.9231        24

    accuracy                         0.9506        81
   macro avg     0.9286    0.9649    0.9434        81
weighted avg     0.9577    0.9506    0.9516        81
",256,0.5
0.9629629629629629,0.9732142857142857,0.9192526911595537,0.9985714285714286,0.9970370370370372,"              precision    recall  f1-score   support

           0     1.0000    0.9464    0.9725        56
           1     0.8929    1.0000    0.9434        25

    accuracy                         0.9630        81
   macro avg     0.9464    0.9732    0.9579        81
weighted avg     0.9669    0.9630    0.9635        81
",256,0.5
0.9629629629629629,0.9736842105263157,0.917662935482247,0.9941520467836258,0.9866708754208753,"              precision    recall  f1-score   support

           0     1.0000    0.9474    0.9730        57
           1     0.8889    1.0000    0.9412        24

    accuracy                         0.9630        81
   macro avg     0.9444    0.9737    0.9571        81
weighted avg     0.9671    0.9630    0.9636        81
",512,0.3
0.8888888888888888,0.9210526315789473,0.7825855808712295,0.9970760233918129,0.9932471664808621,"              precision    recall  f1-score   support

           0     1.0000    0.8421    0.9143        57
           1     0.7273    1.0000    0.8421        24

    accuracy                         0.8889        81
   macro avg     0.8636    0.9211    0.8782        81
weighted avg     0.9192    0.8889    0.8929        81
",512,0.3
0.8765432098765432,0.9122807017543859,0.7629176519476075,0.9963450292397661,0.9923115079365079,"              precision    recall  f1-score   support

           0     1.0000    0.8246    0.9038        57
           1     0.7059    1.0000    0.8276        24

    accuracy                         0.8765        81
   macro avg     0.8529    0.9123    0.8657        81
weighted avg     0.9129    0.8765    0.8813        81
",512,0.3
0.9876543209876543,0.9912280701754386,0.9711631658670143,0.9985380116959064,0.9965972222222221,"              precision    recall  f1-score   support

           0     1.0000    0.9825    0.9912        57
           1     0.9600    1.0000    0.9796        24

    accuracy                         0.9877        81
   macro avg     0.9800    0.9912    0.9854        81
weighted avg     0.9881    0.9877    0.9877        81
",512,0.3
0.9629629629629629,0.9732142857142857,0.9192526911595537,0.9935714285714285,0.9866544566544568,"              precision    recall  f1-score   support

           0     1.0000    0.9464    0.9725        56
           1     0.8929    1.0000    0.9434        25

    accuracy                         0.9630        81
   macro avg     0.9464    0.9732    0.9579        81
weighted avg     0.9669    0.9630    0.9635        81
",512,0.3
0.9382716049382716,0.944078947368421,0.8603090020146066,0.9883040935672515,0.9747978564645232,"              precision    recall  f1-score   support

           0     0.9815    0.9298    0.9550        57
           1     0.8519    0.9583    0.9020        24

    accuracy                         0.9383        81
   macro avg     0.9167    0.9441    0.9285        81
weighted avg     0.9431    0.9383    0.9393        81
",512,0.5
0.9382716049382716,0.956140350877193,0.8689021380971719,1.0,1.0,"              precision    recall  f1-score   support

           0     1.0000    0.9123    0.9541        57
           1     0.8276    1.0000    0.9057        24

    accuracy                         0.9383        81
   macro avg     0.9138    0.9561    0.9299        81
weighted avg     0.9489    0.9383    0.9398        81
",512,0.5
0.9382716049382716,0.956140350877193,0.8689021380971719,1.0,0.9999999999999999,"              precision    recall  f1-score   support

           0     1.0000    0.9123    0.9541        57
           1     0.8276    1.0000    0.9057        24

    accuracy                         0.9383        81
   macro avg     0.9138    0.9561    0.9299        81
weighted avg     0.9489    0.9383    0.9398        81
",512,0.5
0.9753086419753086,0.9703947368421053,0.9407894736842105,0.9985380116959064,0.9965972222222221,"              precision    recall  f1-score   support

           0     0.9825    0.9825    0.9825        57
           1     0.9583    0.9583    0.9583        24

    accuracy                         0.9753        81
   macro avg     0.9704    0.9704    0.9704        81
weighted avg     0.9753    0.9753    0.9753        81
",512,0.5
0.9753086419753086,0.9821428571428572,0.9449111825230682,0.9992857142857142,0.9984615384615385,"              precision    recall  f1-score   support

           0     1.0000    0.9643    0.9818        56
           1     0.9259    1.0000    0.9615        25

    accuracy                         0.9753        81
   macro avg     0.9630    0.9821    0.9717        81
weighted avg     0.9771    0.9753    0.9756        81
",512,0.5
